CARDIODIAGNOSTICO IBAGUE SAS;900351406;cardiocegar@hotmail.com
FISIODEMIND IPS S.A.S.;900927665;fisiodemindips@outlook.es
DENTAL LINE E.U.;900171194;wilsonfa1@hotmail.com
La dentisteria Clinica de Especialistas S.A.S;900847386;ladentisteria.ce@gmail.com
FRESENIUS MEDICAL CARE COLOMBIA S.A.;830007355;Alicia.Rodriguez@fmc-ag.com
SOMMOS MEDICINA ESPECIALIZADA SAS;900509128;sommos@me.com
ORTHOPLAN TODAVIA CON LOS DIENTES TORCIDOS CALI SAS;900242909;betan84@hotmail.com
CARDIO ANDES SAS;900689334;cardioandesinfo@gmail.com
REUMATOLOGYA S A;800200150;reumatologya@une.net.co
EMERMEDICA S.A. SERVICIOS DE AMBULANCIA PREPAGADOS;800126785;carlos_lozano@emermedica.com.co
SOCIEDAD DE REHABILITACION SORE LTDA;800180081;soreltda@hotmail.com
MEDPLUS CENTRO DE RECUPERACION INTEGRAL SAS;900496494;grupomedplus@medplus.com.co
IPS DE HABILITACION Y REHABILITACION MENTE ACTIVA;900812283;ipsmenteactiva@hotmail.com
CLINICA DE OJOS DEL TOLIMA S.A.S;809001482;clotol@hotmail.com
CENTRO DE REHABILITACION FISICA Y ESTETICA IPS EU;806015513;crefelo.ips@hotmail.com
IPS Laboratorio y Optica Berrio SAS;900648107;laboratorioyoptcaberrio@hotmail.com
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ANTONIO DE SOATA;891800611;correspondencia@hospisoata.gov.co
E&G MÉDICOS IPS SAS;900704496;egmedicos@outlook.es
UNIDAD MEDICA Y ODONTOLOGICA SANTA PILAR E.U.;900173431;otaloramancilla@etb.net.co
I.P.S. SALUMED LTDA;812001793;ipssalumed@gmail.com - ipssalumed@yahoo.es
"CORPORACION INSTITUCION PRESTADORA DE SERVICIOS DE SALUD "" IPS GORDITOS DE CORAZON""";900294093;cordinadora.gorditosdecorazon@gmail.com
SOLIDARIOS SALUD IPS LIMITADA;900238912;solidariossalud@gmail.co
SERVIR SAS;809006277;informacion@servirsas.com
laboratorios Medicos de Avanzada Tecnologia Ltda;800208557;labo.mat@hotmail.com
IPS ESPERANZAS DE VIDA SAS;900754259;ipsesperanzasdevida@gmail.com
CORPORACION CENTRO DE RECURSOS INTEGRALES PARA LA FAMILIA CERFAMI;800102505;cerfami@une.net.co
CERO 70 S.A.S.;811031311;jimena.morales@cero70.com
E.S.E. CENTRO DE SALUD VIRGEN DE LOURDES;900142579;mariluzmoncayo@gmail.com
OPTICA OFTALMICA CALI S.A.S.;900263363;oftalmica_margarita@hotmail.com
IPS DOTACIONES Y SUMINISTRO DE MI PUEBLO LTDA;900116897;dotacioysuministrosdemipueblo@gmail.com
SANAMEDIC SOCIEDAD POR ACCIONES SIMPLIFICADA - S.A.S;900155231;sanamedic@gmail.com
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN JOSÉ DE MARSELLA;891408747;gerencia@hospitalsanjosemarsella.gov.co
GLOBALSALUD MAGANGUE IPS Y CIA LTDA;806010021;unimedicsolidaria_ips@yahoo.es
IPS ESPECIALIZADA BUCARAMANGA;900293923;calidad@ipsespecializada.com.co
MEDFAM S.A.S.;900243869;ipsmedfamsas@gmail.com
UNIDAD DERMATOLOGICA DE FOTOTERAPIA SAS;800207897;gerencia@udf.com.co
CIRUGÍA PLÁSTICA MEDELLÍN S.A.S;900772734;info@felipe-martinez.com
HAIR DOCTORS AND HAIR HEALTH S.A.S;900358077;drcamacho@hairdoctors.com.co
UNIDAD MEDICA INTEGRAL MOTUS IPS SAS;900867338;Motus.integral@gmail.com
MEDICAMENTOS ESPECIALIZADOS S.A.S;805030765;mauricio.bonilla@medex.com.co
CENTRO DE SALUD ANCUYA E.S.E.;900000410;ancuyaese@gmail.com
IPS BIENESTAR EN CASA SAS;900473087;bienestarencasa06@gmail.com
CENTRO DE REHABILITACION INTEGRAL CENDAL SAS;900610207;centrocendal@yahoo.com
CORVESALUD S.A.S;830007229;gerencia@corvesalud.com
SYNAPSIS S.A.S.;900482620;carlosvillegas@synapsis.co
CENTRO SALUD BURITICA S.A.S;900732755;centrosaludburitica@gmail.com
EVALUA SALUD IPS SAS;900380150;evaluasalud@gmail.com
FUNDACIÓN ARCA MUNDIAL;811038083;arcamundial@une.net.co, restrepoeugenia4@gmail.com
CLINICA REGIONAL INMACULADA CONCEPCION;819001895;CLINICAINMACULADA@YAHOO.ES
ODONTOPLUSR&O LTDA;900242759;doraropain@yahoo.es
ASCLEPIOS I.P.S. S.A.S.;900578890;asclepiosips2013@hotmail.com
SMS SPECIALIZED MEDICAL S.A.S;900469327;specializedmed@hotmail.com
ESE HOSPITAL DEPARTAMENTAL CENTENARIO DE SEVILLA;821003143;hospital@hdcentenario.gov.co
SEYSOL GROUP S.A.S;900972491;info@seysolgroup.com
MEDICOS ASOCIADOS S.A.;860066191;calidad@mediasociados.com.co
RAODI SAS;900300160;raodi_rx@hotmail.com
CORPORACION IPS CEDISALUD;900467430;calidad@cedisalud.com
UNIDAD MEDICA GASTRICA S.A.S. UNIMEGAS;900429130;unimegasas@gmail.com
UNIDAD RENAL DEL MAGDALENA;819000095;unidadrenalmag@hotmail.com
IPS ARANASALUD S.A.S.;900320435;ipsaranasalud@hotmail.com
CENTRO DE SALUD ILES E.S.E.;814006632;centrodesaludilesese@yahoo.es
CLINISALUD DEL SUR S.A.S.;900145713;gerencia@clinisalud.com.co
INNOVAGENOMICS COLOMBIA SAS SIGLA INNOVAGENOMICS SAS;900800124;innovagenomicscolombia@gmail.com
corporacion social colombia viva;900205238;gilarialdo@hotmail.com
TU SALUD PLUS IPS S.A.S;900869605;tusaludplus@hotmail.com
ASISTENCIAS INTEGRALES IPS SAS;900294588;AINCOSTAIPS@HOTMAIL.COM
SALUD TOTAL EPS-S S.A.;800130907;EfrainGN@saludtotal.com.co
IPS LOS ROBLES MEDICINA ESPECIALIZADA;900871128;ipslosrobles@gmail.com
REVISAVIAE LTDA;800218902;revisaviae@yahoo.es
HEALTH SMILE;900361071;hsclinicaodontologica@hotmail.com
UNIDAD QUIRURGICA LOS ALPES SAS;830073010;info@mediport.com.co
CENTRO DE AYUDAS DIAGNOSTICAS MAXILOFACIAL SOCIEDAD POR ACCIONES SIMPLIFICADA - CADMAZ S.A.S;900142849;gerencia.cadmax@une.net.co
ENDOVIDEO 2000 LTDA;800188304;endovideo2000@hotmail.com
CENTRO DE VACUNAS MEDICAL CARE LTDA;900189662;medcare.ltda@hotmail.com
AQM GRUPO EMPRESARIAL SAS;900782892;nelsonpelaez@aqmgrupoempresarial.com
OPTICOSTA IPS SINCELEJO;900541703;OPTICOSTAIPSSINCELEJO@GMAIL.COM
INSTITUTO CANCEROLÓGICO DE NARIÑO LIMITADA;814006009;administracion@icnltda.com
PASSUS IPS TALLER PSICOMOTRIZ SAS;900308007;acabalga@yahoo.com
ECHEVERRY & CASTRO GRUPO DENTAL S.A.S;900960258;paolac@echeverrycastrogrupodental.com
HUMANA-VITAL S.A.S;900217648;humanavitals.a.s@hotmail.com
FUNDACIÓN CAMPBELL;900002780;cadidad@clinicacampbell.com.co
ORTOPEDIA MINIMAMENTE INVASIVA S.A.S.;900110631;omimed.ltda@gmail.com
CAJA DE COMPENSACION FAMILIAR DE CALDAS;890806490;gestiondecalidad.salud@confamiliares.com
PAUCA ASOCIADOS SAS;900723453;coordinacion@cedilab.com.co
E.S.E HOSPITAL INTEGRADO SAN ROQUE;890202066;hospitalcuriti01@gmail.com
CENTRO DE DIAGNOSTICO Y CIRUGIA OCULAR CEDCO S.A.S;804013775;contratacion@cedco.com.co
NACER MOMPOX IPS SAS;900797596;nacerips@yahoo.com
VIVESSALUD EJE CAFETERO S.A.S.;900617997;calidad@vivessalud.com
ACCIONES Y ESTRATEGIAS TERAPEUTICAS S.A.S.;900338732;info@accesterapeuticas.com
NUEVA ESE HOSPITAL SAN RAFAEL JERICO;890980765;jerihs01@gmail.com
CENTRO MEDICO SAN JUAN BAUTISTA IPS LTDA;806015120;cmsanjuanbautista@hotmail.com
FUTUMEDICA PLUS NS Nº 2;900492836;futumedicaplus@yahoo.es
CENTRO DE TERAPIA OCUPACIONAL LTDA;860352078;centrodeT.O@gmail.com
taakwatungua ipsi s.a.s;900604629;taakwatunguaipsi@hotmail.com
ANGEL DIAGNOSTICA S.A;805013591;vilma_velasquez@angel.com.co
CALIDAD MEDICA IPS SAS;802013872;martha_gdp@hotmail.com
OPTICA CIO CR PLATINIUM S A S;900316429;ciover2010@hotmail.com
ESE HOSPITAL SAN JOSE DE TIERRALTA;812000317;calidadhospitalsanjoset@gmail.com
HOSPITAL SAN VICENTE FERRER ESE;891900390;ventanillaunica@hospitalsanvicenteferrer.gov.co
ORL BOSQUE LTDA;830076034;ORLBOSQUE@HOTMAIL.COMÇ
UNIDAD DE DIAGNOSTICO POR IMAGEN DIAGNOSTICAR S.A.S.;818000989;diagnosticarips@yahoo.es
SOMEDIAG LTDA;800201392;somediag@hotmail.com
Clínicas Audiológicas de Colombia;901026096;gerencia@clinicasaudiologicasdecolombia.com
ATARDECER DE LOS AÑOS LTDA;800118223;MRBELTRAN@DIVEO.NET.CO
OXIGENOS DEL ORIENTE SAS;830103693;gerencia@oxioriente.com.co
CENTRO PENSAR LIMITADA;830077128;centropensar@gmail.com
INSUEÑO S.A.S.;900834619;admong.insueno@gmail.com
PSIQUEM S.A.S;900491337;marcelo.viafara@gmail.com
INSTITUTO RADIOLOGICO ESPINAL LTDA;890705657;insradiol@yahoo.es
FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS FUNDARRITMIA;900028377;fundarritmia@gmail.com
CLINICA DE FRACTURAS S.A.S;891411743;gerencia@clinicadefracturas.co
LABINTOX S.A.S;800165047;LABINTOX@HOTMAIL.COM
IPS ODONTOLOGICA Y MEDICA ZAMUDIO S.A.S.;900540762;ipszamudio02@gmail.com
ESE CENTRO DE SALUD JUAN SOLERI;804007611;esejusoleri06@hotmail.com
UNIDAD PRESTADORA DE SERVICIOS DE SALUD MENTAL LTDA;900986941;racosda.1024@hotmail.com
Guiar Salud IPS Y HSEQS EN CS;830098226;sqguiarsalud@hotmail.com
CLI-D- DENTAL SAS;900264975;escandondentalc@hotmail.com
MED&LAB SM SAS;901054238;MEDYLAB.SM@GMAIL.COM
CIMA OCUPACIONAL S.A.S;900960456;direccion@cimaocupacional.com.co
UNIDAD MEDICA INTEGRAL-CLINICA DE HERIDAS CONVIDA S.A.S;900789534;unidadmedicaintegralclinica@gmail.com
Asisstanza IPS - SAS;900892703;asisstanza@gmail.com
TE OIGO, CENTRO AUDIOLOGICO S.A.S.;900292014;teoigo.josefita.marceles@gmail.com
HERES SALUD LTDA;819004134;info@heresips.com.co
PRISMA ODONTOLOGIA ESTETICA S.A.S;900766699;odontologiaprisma@hotmail.com
FUNDACION PARA LA PROMOCION DE LA SALUD Y PREVENCION DE LA ENFERMEDAD RENAL;805031507;contabilidad@prevrenal.org
INTERSALUD META;900366221;intesad@hotmail.com
CENTRO MÉDICO COLSANITAS MONTERIA;800149384;sfiguero@colsanitas.com
INVERSIONES GRUPO ORAL SAS;900098622;angeecruz@hotmail.com
IPS MEDICINA ESPECIALIZADA DE COLOMBIA;900987507;isacu70@hotmail.com
FUNDACION MISION SALUD;900243760;fundacionmisionsalud@gmail.com
monturas y lentes M & L S.A.S;900407660;claegramo@hotmail.com
SOCIEDAD DE PATOLOGOS DE CORDOBA LTDA;812003272;sopacor@gmail.com
IPS MI SALUD EN CASA SAS;900779990;IPSMISALUDENCASA@hotmail.com
ESE HOSPITAL FRANCISCO CANOSSA;800150497;hfcesegerencia@hotmail.com
CLINICA FAME IPS S.A;900009347;camelia0603@hotmail.com
CENTRO DE ASESORIA Y ASISTENCIA INTREGRAL EN MEDICINA ESPECIALIZADA S.A.S;900940324;ipscamesas@hotmail.com
CLINICA FERNANDO VANEGAS CANO LTDA.;900076452;vanegas_cano@yahoo.com
LABORATORIO CLINICO DE CALDAS IPS LTDA;900257266;laboratorioclinicocaldas@gmail.com
ACOUSTIC SYSTEM S.A.S.;805001506;servicio@acousticsystem.com
INVERSIONES PALACIO CASTAÑO S.A.S;900097654;corpolaser@corpolaser.com.co
CIRUGIA LAPAROSCOPICA DEL CAUCA SAS;900448056;cilacasas@gmail.com
I.P.S ARCANGEL ZADKIEL LTDA;900206971;ajpalaciosr@hotmail.com
INTEGRAL SOLUTIONS SD SAS;900348830;gdiaz@integralsolutionssd.com
CLINICA CHICAMOCHA S.A;890209698;planeacion@clinicachicamocha.com
REINTEGRAR SALUD IPS SAS;901095719;reintegrarsalud@outlook.com
LAURITA-CORPORACION PARA EL DESARROLLO INTEGRAL LTDA;900130598;corporacionlaurita@hotmail.com
MEDICAL LEGAL CONSULTING LTDA;830114725;medialbrigada_ltda@outlook.com
GRUPO EMERGER SERVICIOS ESPECIALES EN SALUD IPS SAS;900386262;direccion@grupoemerger.com.co
MEDICINA FETAL SAS;900213214;medicinafetal3@une.net.co
INTEGRAL AUDIT S.A.S;900660336;integralauditsas@hotmail.com
FUNDACION CENTRO DE REHABILITACION DEL NIÑO ESPECIAL CERES;808000024;ceresadmon@gmail.com
REHABILITAR CUCUTA LTDA;900132876;rehabilitarcucuta.lider2@gmail.com, rehabilitarcucuta.gerencia@gmail.com
ORGANIZACIÓN VIHONCO IPS S.A.S.;900098985;director.cartagena@vihonco.com
POR TU SALUD Y BIENESTAR IPS S.A.S;901117827;blanca.quintero08@hotmail.com
optica ocampo eu;900250123;admin@opticaocampo.com
E.S.E. CENTRO DE SALUD BELEN;814001677;esecsb@gmail.com
CLINICA CENTRAL SOMEBA S A;890938987;clinicacentral@edatel.net.co
MILAGROSA DE SERVICIOS LTDA;900181443;"milagrosadeservicios""hotmail.com"
ESE HOSPITAL LOCAL SANTA MARIA;806007257;gerencia@esesantamariamompox.gov.co - yolepisis@hotmail.com
EMPRESA SOCIAL DEL ESTADO HOSPITAL BENJAMIN BARNEY GASCA;891380055;hospitalfloridavalle@gmail.com
PATOLAB RX LTDA;800145502;ESPITIA70@NEUTEL.COM
OPTIFAM OPTICA FAMILIAR SAS;900741367;patricia_abril@hotmail.com
E.S.E HOSPITAL EL CARMEN;890982101;hospitalamalfi@gmail.com
CAL ONCOLOGICOS LTDA;804014898;caloncologicos@gmail.com
CENTRO MEDICO ARIZALUD S A S;900399004;arizalud@gmail.com
FUNDACION LIGA COLOMBIANA CONTRA LA EPILEPSIA CAPITULO VALLE HELENA NADER DE ZACCOUR (LICCE);890319230;direccion@epilepsiavalle.com,cramirezb14@hotmail.com
ODONTOMEDIC IPS SAS;900014435;odontomedicips@gmail.com
CENTRO DE LITOTRIPSIA DEL CESAR;824001920;urologia98osw@hotmail.com
CAMINO A LA VIDA CAD IPS;901043659;caminoalavidacadipsas@gmail.com
INSTITUTO NEURO CARDIOVASCULAR S.A.S INCAVAS S.A.S.;900675355;edgarpabonvelasco@gmail.com
GRUPO MEDICO ODONTOLOGICO COLOMBIANO DE SALUD COLSALUD LTDA SEDE I;805003826;gerenciacolsaludsas@gmail.com
IPS-CLINICA BETEL S.A.S.;900744456;ipsclinicabetel@gmail.com
I.PS. PATOLOGOS ASOCIADOS DE SUCRE LTDA;823000571;patologosasociadosdesucreltda@hotmail.com y scarlethtamarao@hotmail.com
FUNDACION LA MANO DE DIOS;900004312;funmanodedios2012@hotmail.com
ORAL ESTETIC GROUP S.A.S;900240492;oralestetic@une.net.co
SOCIEDAD CLINICA EMCOSALUD S.A.;813005431;emcosalud@emcosalud.com
Estética Oral del Llano sas.;900394742;flechas4@hotmail.com
GRUPO OPTICO DEL CARIBE RUEDA S.A.S.;900947289;grupoopticodelcaribesas@hotmail.com
CARDIOCENTER BARRANQUILLA LTDA;802020716;cardiocenterbq@hotmail.com
ASPRODONTO SAS;801001969;asprodonto@gmail.com
salud ocupacional total s.a.s;900408285;saludocupacionaltotal@hotmail.com
CLINICA REINA LUCIA SAS;900936058;clinicareinalucia@hotmail.com
